Id,Label,Domain,Phylum,Class,Order,Family,Genus,OTU.rep,Name
971,OTU971,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Prochlorococcus,HQ671844.1.1443,g_Prochlorococcus
860,OTU860,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus,AY664005.1.1223,g_Synechococcus
647,OTU647,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus,FJ999613.1.1344,g_Synechococcus
288,OTU288,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,SAR406 clade(Marine group A),,EF572101.1.1517,f_SAR406 clade(Marine group A)
1423,OTU1423,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Deep Sea Hydrothermal Vent Gp 6(DHVEG-6),,AACY020254990.1.1246,f_Deep Sea Hydrothermal Vent Gp 6(DHVEG-6)
570,OTU570,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Prochlorococcus,JQ062702.1.1447,g_Prochlorococcus
388,OTU388,Bacteria,Verrucomicrobia,Spartobacteria,Chthoniobacterales,FukuN18 freshwater group,,HQ673751.1.1453,f_FukuN18 freshwater group
603,OTU603,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Deep 1,,AY726929.1.1212,f_Deep 1
374,OTU374,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,,,HQ672799.1.1447,o_SAR11 clade
952,OTU952,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Nitrospinaceae,Nitrospina,DQ009478.1.1823,g_Nitrospina
1045,OTU1045,Bacteria,Proteobacteria,Gammaproteobacteria,E01-9C-26 marine group,,,AY726933.1.1255,o_E01-9C-26 marine group
1147,OTU1147,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Deep 1,,JX879028.1.1406,f_Deep 1
213,OTU213,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,SAR406 clade(Marine group A),,HQ672889.1.1533,f_SAR406 clade(Marine group A)
676,OTU676,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Sva0996 marine group,,AACY020288370.770.2267,f_Sva0996 marine group
959,OTU959,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Marine Group II,,AJ133625.1.1270,f_Marine Group II
1150,OTU1150,Bacteria,Cyanobacteria,Chloroplast,,,,EU259787.1.1453,c_Chloroplast
843,OTU843,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Sva0996 marine group,,GU061506.1.1478,f_Sva0996 marine group
418,OTU418,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,S25-593,,EF572151.1.1467,f_S25-593
437,OTU437,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,SAR406 clade(Marine group A),,HQ673078.1.1511,f_SAR406 clade(Marine group A)
304,OTU304,Bacteria,Proteobacteria,Alphaproteobacteria,OCS116 clade,,,EF573369.1.1458,o_OCS116 clade
557,OTU557,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,uncultured,EU805199.1.1426,g_uncultured
1324,OTU1324,Bacteria,Cyanobacteria,Chloroplast,,,,FJ826247.1.1220,c_Chloroplast
147,OTU147,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,Marinoscillum,EF572384.1.1486,g_Marinoscillum
426,OTU426,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,OCS155 marine group,,EU802768.1.1494,f_OCS155 marine group
354,OTU354,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,OCS155 marine group,,EU802374.1.1489,f_OCS155 marine group
162,OTU162,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,GU940897.1.1343,f_Surface 1
539,OTU539,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,AEGEAN-169 marine group,EU237459.1.1302,g_AEGEAN-169 marine group
1508,OTU1508,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Thalassospira,DQ396091.1.1479,g_Thalassospira
847,OTU847,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,SAR86 clade,,AACY020553861.2031.3562,f_SAR86 clade
338,OTU338,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,S25-593,,EF572745.1.1469,f_S25-593
256,OTU256,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,SAR86 clade,,EU802400.1.1495,f_SAR86 clade
161,OTU161,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,SAR86 clade,,EU802942.1.1496,f_SAR86 clade
297,OTU297,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 2,,EU802612.1.1434,f_Surface 2
105,OTU105,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,NS4 marine group,AACY020555729.127.1634,g_NS4 marine group
107,OTU107,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Sufflavibacter,EF573001.1.1489,g_Sufflavibacter
101,OTU101,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,EU803067.1.1257,f_Surface 1
255,OTU255,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Sufflavibacter,EU802718.1.1501,g_Sufflavibacter
528,OTU528,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,SAR86 clade,,AF406530.1.1447,f_SAR86 clade
1088,OTU1088,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,DQ396017.1.1548,g_Pseudoalteromonas
336,OTU336,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,Marinoscillum,EU802565.1.1482,g_Marinoscillum
1269,OTU1269,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,JTB255 marine benthic group,,EU799557.1.1286,f_JTB255 marine benthic group
445,OTU445,Bacteria,Proteobacteria,Gammaproteobacteria,Order Incertae Sedis,Family Incertae Sedis,Marinicella,HQ672748.1.1471,g_Marinicella
462,OTU462,Bacteria,Cyanobacteria,Chloroplast,,,,HQ242617.1.1454,c_Chloroplast
1135,OTU1135,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,Marinoscillum,HQ671780.1.1479,g_Marinoscillum
412,OTU412,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Prochlorococcus,EU802319.1.1452,g_Prochlorococcus
459,OTU459,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,SAR86 clade,,EU802366.1.1420,f_SAR86 clade
501,OTU501,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 2,,HQ672724.1.1498,f_Surface 2
559,OTU559,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,NS5 marine group,AACY020276549.377.1886,g_NS5 marine group
180,OTU180,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,,,EU802980.1.1373,o_SAR11 clade
391,OTU391,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,,,EF573375.1.1449,o_SAR11 clade
545,OTU545,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,NS4 marine group,AF382130.1.1484,g_NS4 marine group
675,OTU675,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SAR116 clade,,AY700630.1.1436,f_SAR116 clade
589,OTU589,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SAR116 clade,,EF572059.1.1446,f_SAR116 clade
507,OTU507,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,SAR92 clade,EU795175.18550.20063,g_SAR92 clade
711,OTU711,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,NS2b marine group,KC002071.1.1361,g_NS2b marine group
226,OTU226,Bacteria,Proteobacteria,Alphaproteobacteria,OCS116 clade,,,AACY020555764.489.1966,o_OCS116 clade
300,OTU300,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,SAR86 clade,,EF573689.1.1488,f_SAR86 clade
1383,OTU1383,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,AM990657.1.1462,g_Alteromonas
151,OTU151,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,AY726843.1.1232,g_Alteromonas
3000,OTU3000,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,GQ274096.1.1523,g_Alteromonas
66,OTU66,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,AY726967.1.1236,g_Alteromonas
143,OTU143,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,JN563820.1.1535,g_Alteromonas
257,OTU257,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,GU451676.1.1235,g_Alteromonas
352,OTU352,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,AY726942.1.1230,g_Alteromonas
2372,OTU2372,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,CP001103.480922.482242,g_Alteromonas
1032,OTU1032,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,AY344429.1.1480,g_Alteromonas
394,OTU394,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,EF061412.1.1442,g_Alteromonas
1736,OTU1736,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,EU188189.1.1494,g_Alteromonas
755,OTU755,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,EF574195.1.1480,g_Alteromonas
845,OTU845,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,FJ497554.1.1456,g_Alteromonas
3398,OTU3398,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,GU108528.1.1398,g_Alteromonas
606,OTU606,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,GQ377798.1.1238,g_Alteromonas
1830,OTU1830,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,AF114496.1.1495,g_Alteromonas
281,OTU281,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,GU235719.1.1348,f_Surface 1
1815,OTU1815,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,DQ117432.1.1510,g_Alteromonas
516,OTU516,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,JQ860235.1.1434,g_Alteromonas
1285,OTU1285,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,NS5 marine group,HM057630.1.1500,g_NS5 marine group
361,OTU361,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,EU800195.1.1400,f_Surface 1
482,OTU482,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,EF574604.1.1446,g_Alteromonas
869,OTU869,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,EU935239.1.1480,g_Alteromonas
999,OTU999,Bacteria,Proteobacteria,Elev-16S-509,,,,EF575095.1.1460,c_Elev-16S-509
936,OTU936,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,,FJ745211.1.1387,f_Bacteriovoracaceae
983,OTU983,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,AY664172.1.1229,g_Alteromonas
700,OTU700,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,AY727010.1.1237,g_Alteromonas
892,OTU892,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,DQ300608.1.1456,g_Alteromonas
815,OTU815,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,,,JX537832.1.1385,o_SAR11 clade
583,OTU583,Bacteria,Cyanobacteria,Chloroplast,,,,EF574673.1.1448,c_Chloroplast
745,OTU745,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,Marinoscillum,FJ745057.1.1366,g_Marinoscillum
4145,OTU4145,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,JN874273.1.1457,g_Alteromonas
857,OTU857,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Methylophaga,FJ497517.1.1437,g_Methylophaga
949,OTU949,Bacteria,Verrucomicrobia,Opitutae,Puniceicoccales,Puniceicoccaceae,marine group,FJ745172.1.1390,g_marine group
769,OTU769,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Marine Group II,,AACY020428427.340.1780,f_Marine Group II
758,OTU758,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,Candidatus Pelagibacter,EU800540.1.1371,g_Candidatus Pelagibacter
522,OTU522,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,EU801104.1.1437,f_Surface 1
1696,OTU1696,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,AJ240914.1.1494,g_Alteromonas
3149,OTU3149,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,FJ826163.1.1477,g_Alteromonas
756,OTU756,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,SAR406 clade(Marine group A),,HQ671967.1.1514,f_SAR406 clade(Marine group A)
1890,OTU1890,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,OCS155 marine group,,EF646149.1.1472,f_OCS155 marine group
259,OTU259,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,NS5 marine group,AACY020490277.719.2228,g_NS5 marine group
254,OTU254,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,SAR86 clade,,AACY020563509.792.2305,f_SAR86 clade
174,OTU174,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,AY664015.1.1220,f_Surface 1
536,OTU536,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Cryomorphaceae,NS7 marine group,DQ395552.1.1518,g_NS7 marine group
1922,OTU1922,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,NS5 marine group,HM117554.1.1400,g_NS5 marine group
434,OTU434,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),,,EU795215.10977.12472,o_SAR324 clade(Marine group B)
667,OTU667,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,OCS155 marine group,,EU799550.1.1480,f_OCS155 marine group
1076,OTU1076,Bacteria,Proteobacteria,Alphaproteobacteria,OCS116 clade,,,EU799855.1.1453,o_OCS116 clade
506,OTU506,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,NS5 marine group,GQ348141.1.1375,g_NS5 marine group
707,OTU707,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,SAR86 clade,,FJ744819.1.1371,f_SAR86 clade
365,OTU365,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,Candidatus Pelagibacter,EU800190.1.1369,g_Candidatus Pelagibacter
651,OTU651,Bacteria,Proteobacteria,Alphaproteobacteria,OCS116 clade,,,EU919854.1.1457,o_OCS116 clade
219,OTU219,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Polynucleobacter,EU800186.1.1306,g_Polynucleobacter
1319,OTU1319,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,OCS155 marine group,,HQ672169.1.1454,f_OCS155 marine group
594,OTU594,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,EU800040.1.1438,f_Surface 1
407,OTU407,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,GU234909.1.1324,f_Surface 1
617,OTU617,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,EU799834.1.1421,f_Surface 1
907,OTU907,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,NS5 marine group,FN433328.1.1525,g_NS5 marine group
1763,OTU1763,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,OCS155 marine group,,GQ346902.1.1366,f_OCS155 marine group
2771,OTU2771,Archaea,Thaumarchaeota,Marine Group I,Order Incertae Sedis,Family Incertae Sedis,Candidatus Nitrosopumilus,JQ225391.1.1340,g_Candidatus Nitrosopumilus
1429,OTU1429,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,SAR86 clade,,EU394556.1.1501,f_SAR86 clade
1154,OTU1154,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,NS5 marine group,JQ712062.1.1490,g_NS5 marine group
849,OTU849,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,uncultured,AM747332.1.1244,g_uncultured
795,OTU795,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Defluviicoccus,EF574980.1.1467,g_Defluviicoccus
868,OTU868,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,EU802820.1.1447,g_Achromobacter
752,OTU752,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,S25-593,,EU799623.1.1467,f_S25-593
1822,OTU1822,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Ponticaulis,JN233106.1.1375,g_Ponticaulis
260,OTU260,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,NS4 marine group,EF574657.1.1483,g_NS4 marine group
319,OTU319,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,S25-593,,EU802945.1.1378,f_S25-593
1762,OTU1762,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Magnetospira,FJ826317.1.1453,g_Magnetospira
2056,OTU2056,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Cryomorphaceae,Owenweeksia,JF421214.1.1484,g_Owenweeksia
296,OTU296,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Deep 1,,GQ337163.1.1448,f_Deep 1
155,OTU155,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,JN547476.1.1428,f_Surface 1
248,OTU248,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,EU802803.1.1440,f_Surface 1
337,OTU337,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,EU802968.1.1439,f_Surface 1
571,OTU571,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Sufflavibacter,HQ673415.1.1504,g_Sufflavibacter
301,OTU301,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,EF572097.1.1449,f_Surface 1
2470,OTU2470,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Magnetospira,JX391777.1.1460,g_Magnetospira
471,OTU471,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,HQ672328.1.1435,f_Surface 1
192,OTU192,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,AY726917.1.1225,f_Surface 1
3470,OTU3470,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,HQ696463.1.1494,g_Clostridium
511,OTU511,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,EF572756.1.1449,f_Surface 1
489,OTU489,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,FR684345.1.1446,f_Surface 1
534,OTU534,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,Marinoscillum,EU802872.1.1478,g_Marinoscillum
631,OTU631,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,EF061430.1.1450,g_Alteromonas
808,OTU808,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),,,GQ347099.1.1399,o_SAR324 clade(Marine group B)
422,OTU422,Archaea,Thaumarchaeota,Marine Group I,,,,AB193967.1.1440,c_Marine Group I
1083,OTU1083,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,SAR406 clade(Marine group A),,GQ348168.1.1389,f_SAR406 clade(Marine group A)
993,OTU993,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,NS2b marine group,DQ009434.1.2078,g_NS2b marine group
527,OTU527,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,JL-ETNP-Y6,,HQ163172.1.1373,f_JL-ETNP-Y6
290,OTU290,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,AEGEAN-169 marine group,GQ337098.1.1445,g_AEGEAN-169 marine group
737,OTU737,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,Marinoscillum,FJ980777.1.1485,g_Marinoscillum
356,OTU356,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,SAR406 clade(Marine group A),,HQ673841.1.1523,f_SAR406 clade(Marine group A)
380,OTU380,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Deep 1,,HQ673916.1.1435,f_Deep 1
1040,OTU1040,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),,,GQ347371.1.1373,o_SAR324 clade(Marine group B)
1072,OTU1072,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),,,FJ615186.1.1437,o_SAR324 clade(Marine group B)
405,OTU405,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,HQ673904.1.1436,f_Surface 1
966,OTU966,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,EU333882.1.1464,g_Pseudomonas
891,OTU891,Bacteria,Proteobacteria,Gammaproteobacteria,E01-9C-26 marine group,,,EU686612.24178.25713,o_E01-9C-26 marine group
1546,OTU1546,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),,,GU145517.1.1480,o_SAR324 clade(Marine group B)
1079,OTU1079,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,EU695223.1.1461,g_Pseudomonas
850,OTU850,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,ZD0405,,JQ678490.1.1491,f_ZD0405
957,OTU957,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),,,HM799123.1.1429,o_SAR324 clade(Marine group B)
512,OTU512,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,EU802572.1.1439,f_Surface 1
1007,OTU1007,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,AB125366.1.1479,g_Pseudomonas
463,OTU463,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,SAR406 clade(Marine group A),,GQ337204.1.1522,f_SAR406 clade(Marine group A)
551,OTU551,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,SAR406 clade(Marine group A),,GQ375271.1.1521,f_SAR406 clade(Marine group A)
767,OTU767,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,SAR406 clade(Marine group A),,HQ672457.1.1520,f_SAR406 clade(Marine group A)
1112,OTU1112,Bacteria,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Salinisphaeraceae,ZD0417 marine group,GQ351147.1.1502,g_ZD0417 marine group
310,OTU310,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Marine Group III,,EU686628.16674.18140,f_Marine Group III
786,OTU786,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,GQ921469.1.1495,g_Acinetobacter
977,OTU977,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,SAR86 clade,,EU799540.1.1504,f_SAR86 clade
472,OTU472,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),,,HQ674623.1.1540,o_SAR324 clade(Marine group B)
940,OTU940,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,SAR406 clade(Marine group A),,JQ678431.1.1528,f_SAR406 clade(Marine group A)
836,OTU836,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,SAR406 clade(Marine group A),,HQ673734.1.1524,f_SAR406 clade(Marine group A)
1008,OTU1008,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,SAR406 clade(Marine group A),,HQ674572.1.1522,f_SAR406 clade(Marine group A)
713,OTU713,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,SAR406 clade(Marine group A),,HQ673390.1.1528,f_SAR406 clade(Marine group A)
200,OTU200,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),,,HQ674246.1.1475,o_SAR324 clade(Marine group B)
740,OTU740,Bacteria,Chloroflexi,SAR202 clade,,,,HQ672793.1.1475,c_SAR202 clade
1452,OTU1452,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,DQ396346.1.1452,g_Pseudomonas
734,OTU734,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,SAR406 clade(Marine group A),,HQ673846.1.1521,f_SAR406 clade(Marine group A)
918,OTU918,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,NS9 marine group,,JQ678468.1.1495,f_NS9 marine group
1169,OTU1169,Bacteria,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,Leptospirillum,FJ745009.1.1372,g_Leptospirillum
355,OTU355,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,JL-ETNP-Y6,,HQ163255.1.1374,f_JL-ETNP-Y6
1159,OTU1159,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,ZD0405,,GQ346427.1.1433,f_ZD0405
574,OTU574,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,HQ673163.1.1436,f_Surface 1
806,OTU806,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),,,HQ673908.1.1463,o_SAR324 clade(Marine group B)
33,OTU33,Archaea,Thaumarchaeota,Marine Group I,,,,EU686623.12708.14181,c_Marine Group I
2082,OTU2082,Bacteria,Verrucomicrobia,Arctic97B-4 marine group,,,,DQ396294.1.1513,c_Arctic97B-4 marine group
1589,OTU1589,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Sva0996 marine group,,AY726848.1.1212,f_Sva0996 marine group
564,OTU564,Archaea,Thaumarchaeota,Marine Group I,,,,JQ221123.1.914,c_Marine Group I
